Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition,Broad.phase.of.flight,Decade,Flight.Category,Year
2003-02-07,"vernal, ut",united states,non-fatal,substantial,Unknown,aerospatiale,as-350bii,no,1.0,turbo shaft,other work use,vmc,takeoff,2000,Other Aerial Work,2003
2003-02-08,"mcminnville, or",united states,non-fatal,substantial,Unknown,cessna,172n,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-08,"fort klamath, or",united states,non-fatal,substantial,Unknown,beech,a23,no,1.0,reciprocating,personal,vmc,descent,2000,General Aviation,2003
2003-02-08,"oceano, ca",united states,non-fatal,substantial,Unknown,bellanca,14-19-2,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-08,"pagosa springs, co",united states,non-fatal,substantial,Unknown,beech,c23,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-02-08,"lafayette, ga",united states,non-fatal,substantial,Unknown,cessna,182,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-09,"everett, wa",united states,non-fatal,substantial,Unknown,cessna,172s,no,1.0,reciprocating,instructional,imc,approach,2000,Training,2003
2003-02-09,"warwick, ny",united states,non-fatal,substantial,Unknown,cessna,182r,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-09,"davie, fl",united states,non-fatal,substantial,Unknown,cessna,170a,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-02-09,"lockhart, tx",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-02-09,"urbana, il",united states,non-fatal,substantial,Unknown,beech,be-g35,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-02-10,"the gap, az",united states,non-fatal,substantial,Unknown,cessna,182a,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-02-11,"estherville, ia",united states,non-fatal,substantial,Unknown,cessna,182f,no,1.0,reciprocating,personal,vmc,taxi,2000,General Aviation,2003
2003-02-11,"hendersonville, nc",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,go-around,2000,General Aviation,2003
2003-02-11,"sitka, ak",united states,non-fatal,substantial,Unknown,stinson,108-1,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-11,"soldotna, ak",united states,non-fatal,substantial,Unknown,piper,pa-18-150,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-12,"pompano beach, fl",united states,non-fatal,substantial,Unknown,robinson,r-22,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2003
2003-02-12,"leesburg, ms",united states,non-fatal,substantial,Unknown,cessna,172m,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-12,"mareeba aerdrome, australia",australia,non-fatal,destroyed,helicopter,robinson,r44,no,1.0,reciprocating,business,vmc,uknown,2000,General Aviation,2003
2003-02-12,"bolivar, tn",united states,non-fatal,destroyed,Unknown,cessna,p210n,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-02-13,"caqueta province, colombia",colombia,non-fatal,destroyed,airplane,cessna,208,no,1.0,turbo prop,public aircraft - federal,vmc,uknown,2000,Government,2003
2003-02-14,"clare, mi",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-02-14,"wellington, ks",united states,fatal(1),destroyed,Unknown,cessna,172n,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
2003-02-15,"aspen, co",united states,non-fatal,substantial,Unknown,socata,tbm 700,no,1.0,turbo prop,instructional,vmc,landing,2000,Training,2003
2003-02-16,"fryeburg, me",united states,non-fatal,substantial,Unknown,cessna,140,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2003
2003-02-16,"stockton, ca",united states,non-fatal,substantial,Unknown,cessna,t210l,no,1.0,reciprocating,other work use,vmc,maneuvering,2000,Other Aerial Work,2003
2003-02-16,"cahokia, il",united states,non-fatal,substantial,Unknown,swearingen,sa-26at,no,2.0,turbo prop,personal,imc,landing,2000,General Aviation,2003
2003-02-16,"ferguson, ky",united states,fatal(3),destroyed,Unknown,cessna,421,no,2.0,reciprocating,executive/corporate,imc,approach,2000,General Aviation,2003
2003-02-17,"morristown, tn",united states,non-fatal,substantial,Unknown,beech,a36,no,1.0,reciprocating,personal,imc,approach,2000,General Aviation,2003
2003-02-17,"miami, fl",united states,fatal(4),destroyed,Unknown,piper,pa-23-250,no,2.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-02-18,"jacksonville, tx",united states,non-fatal,substantial,Unknown,cessna,172k,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-02-18,"kent, tx",united states,non-fatal,substantial,Unknown,robinson,r22 beta ii,no,1.0,reciprocating,ferry,vmc,cruise,2000,Commercial,2003
2003-02-18,"holly grove, ar",united states,non-fatal,substantial,Unknown,air tractor,at-502b,no,1.0,turbo prop,aerial application,vmc,takeoff,2000,Aerial Work,2003
2003-02-18,"sparta, mi",united states,non-fatal,substantial,Unknown,beech,v35,no,1.0,reciprocating,personal,imc,approach,2000,General Aviation,2003
2003-02-18,"valdosta, ga",united states,non-fatal,substantial,Unknown,beech,c23,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2003
2003-02-18,"santa susana, ca",united states,non-fatal,destroyed,Unknown,cessna,172p,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2003
2003-02-19,"flemington, nj",united states,non-fatal,substantial,Unknown,cessna,172sp,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-02-20,"garryowen, mt",united states,fatal(1),substantial,Unknown,piper,pa-22-150,no,1.0,reciprocating,other work use,vmc,maneuvering,2000,Other Aerial Work,2003
2003-02-20,"east windsor, ct",united states,non-fatal,substantial,Unknown,cessna,180,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-20,"marathon, fl",united states,non-fatal,substantial,Unknown,cessna,402b,no,2.0,reciprocating,positioning,vmc,cruise,2000,Commercial,2003
2003-02-20,"scottsdale, az",united states,non-fatal,substantial,Unknown,cessna,172s,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-02-20,"clyde, tx",united states,non-fatal,substantial,Unknown,aerospatiale,as-350-b3,no,1.0,turbo shaft,positioning,imc,maneuvering,2000,Commercial,2003
2003-02-20,"weirsdale, fl",united states,fatal(1),destroyed,Unknown,"aerofab, inc.",lake 250,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-20,"urbana, in",united states,fatal(1),destroyed,Unknown,north american/aero classics,p-51d,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-02-21,"merritt island, fl",united states,non-fatal,substantial,Unknown,beech,a45,no,1.0,reciprocating,personal,vmc,descent,2000,General Aviation,2003
2003-02-21,"nipomo, ca",united states,fatal(2),substantial,Unknown,piper,pa-30,no,2.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-02-22,"so. charleston, wv",united states,fatal(1),substantial,Unknown,cessna,182p,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-02-22,"rome, ga",united states,non-fatal,substantial,Unknown,cessna,150f,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2003
2003-02-23,"palmdale, ca",united states,non-fatal,substantial,Unknown,cessna,310,no,2.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-02-23,"ely, nv",united states,fatal(2),substantial,Unknown,cessna,172n,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-02-24,"sanford, fl",united states,non-fatal,substantial,Unknown,cessna,172rg,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2003
2003-02-25,"williamson, ny",united states,non-fatal,substantial,Unknown,cessna,150j,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-25,"osteen, fl",united states,fatal(1),destroyed,Unknown,cessna,172p,no,1.0,reciprocating,personal,vmc,descent,2000,General Aviation,2003
2003-02-26,"cincinnati, oh",united states,non-fatal,substantial,Unknown,cessna,172n,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-02-26,"blue bell, pa",united states,non-fatal,substantial,Unknown,piper,pa-44-180,no,2.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-02-26,"sylvania, ga",united states,fatal(1),destroyed,Unknown,piper,pa-32-300,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
2003-02-27,"renfrew, pa",united states,fatal(1),substantial,Unknown,cessna,182g,no,1.0,reciprocating,business,vmc,cruise,2000,General Aviation,2003
2003-02-28,"columbus, oh",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2003
2003-02-28,"captiva island, fl",united states,fatal(1),destroyed,Unknown,beech,36,no,1.0,reciprocating,personal,imc,maneuvering,2000,General Aviation,2003
2003-02-28,"grand rapids, mn",united states,non-fatal,destroyed,Unknown,aeronca,7ac,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-01,"westerly, ri",united states,non-fatal,substantial,Unknown,piper,pa-28-235,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-03-01,"chandler, az",united states,non-fatal,substantial,Unknown,piper,pa-18-150,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-03-01,"leesburg, va",united states,fatal(3),substantial,Unknown,socata,tbm 700,no,1.0,turbo prop,business,imc,approach,2000,General Aviation,2003
2003-03-01,"new hudson, mi",united states,non-fatal,substantial,Unknown,cessna,t210l,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-03-01,"greenwood, sc",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
2003-03-01,"mount airy, nc",united states,fatal(5),destroyed,Unknown,beech,be-36a,no,1.0,reciprocating,personal,imc,takeoff,2000,General Aviation,2003
2003-03-02,"malin, or",united states,non-fatal,substantial,Unknown,cessna,180 a,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-02,"monterey, ma",united states,fatal(4),substantial,Unknown,piper,pa-32-300,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
2003-03-02,"destin, fl",united states,non-fatal,substantial,Unknown,mooney,m20m,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-02,"ruston, la",united states,non-fatal,substantial,Unknown,enstrom,280fx,no,1.0,reciprocating,personal,vmc,standing,2000,General Aviation,2003
2003-03-02,"kotzebue, ak",united states,non-fatal,substantial,Unknown,cessna,208,no,1.0,turbo prop,positioning,imc,approach,2000,Commercial,2003
2003-03-03,"tracy, ca",united states,non-fatal,substantial,airplane,aero commander,690a,no,2.0,turbo prop,business,vmc,takeoff,2000,General Aviation,2003
2003-03-03,"gateway, co",united states,non-fatal,substantial,Unknown,cessna,150m,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-03,"cedar key, fl",united states,fatal(2),destroyed,Unknown,piper,pa-28r-201t,no,1.0,reciprocating,personal,imc,descent,2000,General Aviation,2003
2003-03-04,"crescent city, ca",united states,non-fatal,substantial,Unknown,cessna,421c,no,2.0,reciprocating,positioning,vmc,landing,2000,Commercial,2003
2003-03-04,"rogersville, tn",united states,non-fatal,substantial,Unknown,piper,pa-32r-300,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-05,"creswell, or",united states,non-fatal,substantial,Unknown,cessna,208b,no,1.0,turbo prop,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-05,"lake placid, fl",united states,non-fatal,substantial,Unknown,piper,pa-28-161,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2003
2003-03-05,"st. paul, mn",united states,non-fatal,substantial,Unknown,cessna,172r,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-03-05,"sparta, il",united states,fatal(2),substantial,Unknown,beech,a36,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
2003-03-05,"rexburg, id",united states,fatal(4),destroyed,Unknown,piper,pa-34-220t,no,2.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-03-06,"kingsland, tx",united states,non-fatal,substantial,Unknown,bell,206l-3,no,1.0,turbo shaft,positioning,vmc,cruise,2000,Commercial,2003
2003-03-06,"venice, la",united states,non-fatal,destroyed,Unknown,eurocopter,as350b2,no,1.0,turbo shaft,business,imc,cruise,2000,General Aviation,2003
2003-03-07,"eloy, az",united states,non-fatal,substantial,Unknown,stinson,108-1,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-03-07,"richfield, ut",united states,non-fatal,substantial,Unknown,piper,pa-28-180,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-07,"gordo, al",united states,non-fatal,substantial,Unknown,aeronca,7ac,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-03-07,"rosamond, ca",united states,fatal(2),destroyed,Unknown,cessna,172l,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-07,"albuquerque, nm",united states,fatal(3),destroyed,Unknown,piper,pa-46-500tp,no,1.0,turbo prop,personal,vmc,approach,2000,General Aviation,2003
2003-03-07,"milledgeville, ga",united states,fatal(1),destroyed,Unknown,beech,a-36,no,1.0,reciprocating,personal,imc,approach,2000,General Aviation,2003
2003-03-08,"south woodstock, ct",united states,non-fatal,substantial,Unknown,piper,pa-22/20-150,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-08,"zelienople, pa",united states,non-fatal,substantial,Unknown,brantly helicopter,b-2b,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2003
2003-03-08,"cincinnati, oh",united states,non-fatal,substantial,Unknown,beech,23,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-08,"pearland, tx",united states,non-fatal,substantial,Unknown,cessna,150,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-08,"cahokia, il",united states,non-fatal,substantial,Unknown,aviat,a-1,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-08,"callao, mo",united states,non-fatal,substantial,Unknown,cessna,172h,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-08,"st charles, mo",united states,non-fatal,substantial,Unknown,cessna,180k,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-08,"concord, nc",united states,non-fatal,substantial,Unknown,cessna,172p,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-08,"camden, sc",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-03-09,"el paso, tx",united states,non-fatal,substantial,Unknown,waco,uks-7,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-09,"sherman, tx",united states,non-fatal,substantial,Unknown,cessna,150k,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2003
2003-03-09,"colo springs, co",united states,non-fatal,substantial,Unknown,mooney,m20c,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-09,"collegedale, tn",united states,non-fatal,substantial,Unknown,cessna,172 m,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-09,"galena, ak",united states,non-fatal,substantial,Unknown,cessna,185,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-09,"tower, mi",united states,fatal(2),destroyed,Unknown,mooney,m20j,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
2003-03-10,"linden, nj",united states,non-fatal,substantial,Unknown,cessna,172p,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-10,"anza, ca",united states,fatal(3),destroyed,Unknown,beech,3nm,no,2.0,reciprocating,personal,vmc,approach,2000,General Aviation,2003
2003-03-11,"thermal, ca",united states,non-fatal,substantial,Unknown,cessna,172r,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2003
2003-03-11,"buena vista, co",united states,non-fatal,substantial,Unknown,piper,pa-12,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2003
2003-03-12,"mineral, va",united states,non-fatal,substantial,Unknown,piper,pa-18,no,1.0,reciprocating,instructional,vmc,taxi,2000,Training,2003
2003-03-12,"england, ar",united states,non-fatal,substantial,Unknown,cessna,177a,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-13,"humacao, pr",united states,non-fatal,substantial,Unknown,beech,v35b,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2003
2003-03-13,"delta, co",united states,non-fatal,substantial,Unknown,piper,pa-28r-200,no,1.0,reciprocating,flight test,vmc,cruise,2000,Testing/Experimental,2003
2003-03-14,"bonham, tx",united states,non-fatal,substantial,Unknown,piper,pa-28-180,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-03-14,"belen, nm",united states,non-fatal,substantial,Unknown,piper,pa-24-250,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2003
2003-03-14,"richmond, va",united states,fatal(1),substantial,Unknown,cessna,r172k,no,1.0,reciprocating,business,vmc,standing,2000,General Aviation,2003
2003-03-14,"old fort, nc",united states,fatal(3),destroyed,Unknown,cessna,177,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2003
