Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition,Broad.phase.of.flight,Decade,Flight.Category,Year
2015-01-02,"kuttawa, ky",united states,fatal,substantial,airplane,piper,pa34,no,2.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-01-02,"barranquitas, pr",united states,non-fatal,substantial,helicopter,robinson helicopter company,r44 ii,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-03,"san luis obispo, ca",united states,non-fatal,substantial,airplane,waco classic aircraft,ymf f5c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-04,"angwin, ca",united states,non-fatal,substantial,airplane,beech,35 a33,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-04,"fresno, ca",united states,non-fatal,substantial,airplane,cessna,172d,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-04,"sedona, az",united states,non-fatal,substantial,airplane,piper,pa 28r-200,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-04,"parker city, in",united states,non-fatal,substantial,airplane,raytheon aircraft company,a36,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-01-05,"marquette, mi",united states,non-fatal,substantial,airplane,cessna,172m,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-06,"long view, nc",united states,non-fatal,substantial,airplane,beech,v35b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-06,"llano, tx",united states,non-fatal,substantial,airplane,cessna,195b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-06,"norfolk, va",united states,non-fatal,substantial,airplane,cessna,172,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-07,"lewiston, me",united states,non-fatal,substantial,airplane,cessna,a185e,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-08,"sullivan, mo",united states,non-fatal,substantial,airplane,cessna,210,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-09,"tooele, ut",united states,fatal,substantial,airplane,cirrus,sr22,no,1.0,reciprocating,personal,unk,uknown,2010,General Aviation,2015
2015-01-09,"pontiac, il",united states,non-fatal,substantial,airplane,cessna,150g,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-10,"catano, pr",united states,fatal,destroyed,helicopter,robinson helicopter,r22 beta,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-10,"jackson, ca",united states,non-fatal,substantial,airplane,cessna,180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-10,"cullman, al",united states,non-fatal,substantial,airplane,cessna,152,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-10,"luziania, brazil",brazil,fatal,substantial,airplane,embraer,emb-710c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-11,"brighton, co",united states,fatal,destroyed,airplane,piper,pa 28rt-201t,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-12,"deland, fl",united states,non-fatal,substantial,airplane,piper,pa-28r-200,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-01-14,"new smyrna beach, fl",united states,fatal,substantial,airplane,cessna,152,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-01-14,"dodge city, ks",united states,non-fatal,substantial,airplane,cessna,210j,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-15,"stow, ma",united states,non-fatal,substantial,airplane,cessna,150l,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-15,"santa fe, nm",united states,non-fatal,substantial,airplane,cessna,182r,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-16,"fort valley, ga",united states,fatal,substantial,airplane,luscombe,8,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-16,"san luis obispo, ca",united states,non-fatal,substantial,airplane,cubcrafters inc,cc11-160,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-16,"new castle, pa",united states,non-fatal,substantial,airplane,cessna,172l,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-17,"ualapue, hi",united states,non-fatal,substantial,airplane,cessna,172n,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-17,"holland, mi",united states,non-fatal,substantial,airplane,cessna,172k,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-17,"lonoke county, ar",united states,non-fatal,substantial,airplane,mooney,m20c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-18,"flagstaff, az",united states,non-fatal,substantial,airplane,beech,a36tc,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-19,"shipshewana, in",united states,non-fatal,substantial,airplane,diamond aircraft ind inc,da 20 c1,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-19,"alexander city, al",united states,non-fatal,substantial,airplane,piper,pa-28-161,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-19,"lowell, mi",united states,non-fatal,substantial,airplane,cessna,172f,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-20,"helena, mt",united states,non-fatal,substantial,airplane,piper,pa 28-140,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-21,"anchorage, ak",united states,non-fatal,substantial,airplane,cessna,170b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-22,"lakeland, fl",united states,fatal,destroyed,airplane,piper,pa-23,no,2.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-22,"tulsa, ok",united states,non-fatal,substantial,airplane,cessna,152,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-23,"nashua, nh",united states,non-fatal,substantial,airplane,cessna,172i,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-23,"georgetown, tx",united states,non-fatal,substantial,airplane,maule,mx 7-180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-25,"fernandina beach, fl",united states,non-fatal,substantial,airplane,cessna,150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-25,"routt county, co",united states,non-fatal,substantial,airplane,cessna,172f,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-25,"silver springs, nv",united states,non-fatal,substantial,airplane,cessna,150e,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-25,"hanford, ca",united states,non-fatal,substantial,airplane,flight design gmbh,ctls,no,1.0,reciprocating,business,vmc,uknown,2010,General Aviation,2015
2015-01-26,"owen, wi",united states,fatal,substantial,airplane,cessna,182l,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-01-26,"makaha, hi",united states,non-fatal,substantial,airplane,cessna,172n,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-26,"fort morgan, co",united states,non-fatal,substantial,airplane,cessna,182c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-26,"erie, co",united states,fatal,destroyed,helicopter,enstrom,280fx,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-27,"la verne, ca",united states,non-fatal,substantial,airplane,diamond aircraft ind inc,da 40,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-28,"rothville, mo",united states,non-fatal,substantial,airplane,cessna,310b,no,2.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-28,"west palm beach, fl",united states,non-fatal,minor,airplane,piper,pa-28r-200,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-29,"north little rock, ar",united states,non-fatal,substantial,helicopter,bell-watson,47 g,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-01-29,"ridgefield, wa",united states,non-fatal,substantial,airplane,piper,pa 12,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-01-31,"wasilla, ak",united states,non-fatal,substantial,airplane,piper,pa 18,no,1.0,reciprocating,public aircraft - state,vmc,uknown,2010,Government,2015
2015-01-31,"bushnell, fl",united states,non-fatal,substantial,weight-shift,evolution aircraft inc,revo,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-01,"calexico, ca",united states,non-fatal,substantial,helicopter,robinson helicopter company,r44 ii,no,1.0,reciprocating,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-02-01,"palmer, ak",united states,non-fatal,substantial,airplane,piper,pa 12,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-02-01,"carthage, ny",united states,non-fatal,substantial,helicopter,schweizer,269c 1,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-02,"valdosta, ga",united states,non-fatal,substantial,airplane,piper,pa-32-301,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-04,"brookneal, va",united states,non-fatal,substantial,airplane,piper,pa 18-150,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-02-05,"lubbock, tx",united states,fatal,destroyed,airplane,piper,pa46 500tp,no,1.0,turbo prop,personal,imc,uknown,2010,General Aviation,2015
2015-02-05,"argyle, tx",united states,fatal,substantial,airplane,cessna,441,no,2.0,turbo prop,personal,imc,uknown,2010,General Aviation,2015
2015-02-05,"andrews, tx",united states,non-fatal,substantial,airplane,beech,a36,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-05,"slaton, tx",united states,non-fatal,substantial,airplane,air tractor inc,at 602,no,1.0,turbo prop,ferry,vmc,uknown,2010,Commercial,2015
2015-02-07,"shirley, ny",united states,non-fatal,substantial,airplane,cessna,152,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-02-07,"tapes, brazil",brazil,fatal,destroyed,airplane,cessna aircraft,a188,no,1.0,reciprocating,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-02-08,"eagle, co",united states,non-fatal,minor,airplane,gulfstream,g iv,no,2.0,turbo fan,executive/corporate,vmc,uknown,2010,General Aviation,2015
2015-02-08,"fort meade, md",united states,non-fatal,substantial,airplane,american,aa-1,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-09,"kernville, ca",united states,non-fatal,substantial,airplane,cessna,u206 - g,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-09,"sebastian, fl",united states,non-fatal,substantial,airplane,dehavilland,dhc 6 twin otter,no,2.0,turbo prop,positioning,vmc,uknown,2010,Commercial,2015
2015-02-09,"glennallen, ak",united states,non-fatal,substantial,airplane,cessna,180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-10,"mammoth lakes, ca",united states,non-fatal,substantial,airplane,raytheon aircraft company,b300,no,2.0,turbo prop,positioning,vmc,uknown,2010,Commercial,2015
2015-02-11,"carson city, nv",united states,non-fatal,substantial,airplane,cessna,185 - e,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-11,"greensboro, nc",united states,fatal,substantial,airplane,piper,pa28,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-11,"miami, fl",united states,fatal,destroyed,airplane,beech,1900,no,2.0,turbo prop,positioning,vmc,uknown,2010,Commercial,2015
2015-02-14,"layton, ut",united states,non-fatal,substantial,airplane,cessna,150m,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-14,"haviland, ks",united states,non-fatal,substantial,airplane,piper,pa 28r-180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-14,"bakersfield, ca",united states,non-fatal,substantial,airplane,mooney,m20e - no series,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-15,"hayward, ca",united states,non-fatal,substantial,airplane,scottish aviation,bulldog - 120 121,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-15,"garfield, wa",united states,non-fatal,substantial,airplane,piper,pa28 - 180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-15,"asherton, tx",united states,non-fatal,substantial,helicopter,robinson helicopter,r22 beta,no,1.0,reciprocating,other work use,vmc,uknown,2010,Other Aerial Work,2015
2015-02-15,"sevierville, tn",united states,non-fatal,substantial,helicopter,bell,206,no,1.0,turbo shaft,aerial observation,vmc,uknown,2010,Aerial Work,2015
2015-02-16,"chicago, il",united states,non-fatal,substantial,airplane,piper,pa 31-350,no,2.0,reciprocating,positioning,vmc,uknown,2010,Commercial,2015
2015-02-16,"the dalles, or",united states,non-fatal,substantial,airplane,cessna,t210 - l,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-18,"alfalfa, or",united states,non-fatal,substantial,airplane,grumman acft eng cor-schweizer,g 164a,no,1.0,reciprocating,flight test,vmc,uknown,2010,Testing/Experimental,2015
2015-02-19,"lexington, ky",united states,non-fatal,substantial,airplane,cirrus,sr22,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-19,"shelton, wa",united states,non-fatal,substantial,helicopter,bell/garlick,uh 1h,no,1.0,turbo shaft,external load,vmc,uknown,2010,Aerial Work,2015
2015-02-20,"lubbock, tx",united states,non-fatal,substantial,airplane,piper,pa 32rt-300t,no,1.0,reciprocating,business,vmc,uknown,2010,General Aviation,2015
2015-02-21,"kankakee, il",united states,non-fatal,substantial,airplane,cessna,172p,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-02-22,"spokane, wa",united states,fatal,destroyed,airplane,piper,pa46 - 350p,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-22,"camarillo, ca",united states,non-fatal,substantial,airplane,piper,pa 18-150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-24,"phoenix, az",united states,non-fatal,substantial,airplane,piper,pa 28r-201,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-02-27,"ivanhoe, ca",united states,non-fatal,substantial,helicopter,bell,47g 2a,no,1.0,reciprocating,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-02-27,"frankenmuth, mi",united states,non-fatal,substantial,airplane,piper,pa 28r-200,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-02-27,"jacksonville, fl",united states,non-fatal,substantial,airplane,piper,pa28,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-01,"marco island, fl",united states,non-fatal,substantial,airplane,bombardier canadair,cl600-2a12,no,2.0,turbo fan,executive/corporate,vmc,uknown,2010,General Aviation,2015
2015-03-01,"clermont, fl",united states,non-fatal,substantial,airplane,piper,j3c 65,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-01,"lee's summit, mo",united states,non-fatal,substantial,airplane,piper,pa 28-181,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-01,"cordova, ak",united states,non-fatal,substantial,airplane,stinson,108,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-01,"redmond, or",united states,non-fatal,substantial,airplane,piper,pa 46-310p,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-02,"boynton beach, fl",united states,fatal,destroyed,airplane,colyaer sl,freedom,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-02,"kansas city, mo",united states,non-fatal,substantial,airplane,piper,pa 28-140,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-02,"murfreesboro, tn",united states,non-fatal,substantial,airplane,piper,pa 18,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-03,"san bernardino, ca",united states,non-fatal,substantial,helicopter,robinson helicopter,r22 beta,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-03,"venice, fl",united states,non-fatal,substantial,airplane,cessna,152,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-04,"norfolk, va",united states,fatal,substantial,airplane,mooney,m20f,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-03-04,"monroe, nc",united states,non-fatal,substantial,airplane,beech,58,no,2.0,reciprocating,business,imc,uknown,2010,General Aviation,2015
2015-03-05,"santa monica, ca",united states,non-fatal,substantial,airplane,ryan aeronautical,st3kr,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-05,"justin, tx",united states,non-fatal,substantial,helicopter,bell,407,no,1.0,turbo shaft,instructional,vmc,uknown,2010,Training,2015
2015-03-05,"upland, ca",united states,non-fatal,substantial,airplane,champion,7ec,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-06,"rio vista, ca",united states,non-fatal,substantial,airplane,waco,upf 7,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-07,"elizabethton, tn",united states,non-fatal,substantial,airplane,cub crafter,cc11-160,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-07,"st louis, mo",united states,fatal,destroyed,helicopter,airbus helicopters (eurocopte,ec-130-b4,no,1.0,turbo shaft,positioning,vmc,uknown,2010,Commercial,2015
2015-03-07,"merced, ca",united states,non-fatal,substantial,airplane,piper,pa 18-150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-07,"richmond, va",united states,non-fatal,substantial,airplane,cessna,172s,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-07,"st jacob, il",united states,non-fatal,substantial,airplane,ercoupe,415 c,no,1.0,reciprocating,ferry,vmc,uknown,2010,Commercial,2015
2015-03-08,"kosciusko, ms",united states,fatal,substantial,airplane,bellanca,8kcab,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-08,"newport, ri",united states,non-fatal,substantial,airplane,cessna,172p,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-08,"talkeetna, ak",united states,non-fatal,substantial,airplane,piper,pa18 - 150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-08,"ramona, ca",united states,non-fatal,substantial,airplane,cessna,182m,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-09,"san juan, pr",united states,non-fatal,substantial,airplane,piper,pa23,no,2.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-09,"hurricane, ut",united states,non-fatal,substantial,airplane,cirrus,sr22,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-09,"fort myers, fl",united states,fatal,substantial,airplane,piper,pa-24-250,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-09,"garrison, ia",united states,non-fatal,substantial,airplane,aeronca,7ac,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-10,"palmer, ak",united states,non-fatal,substantial,helicopter,bell,206b,no,1.0,turbo shaft,personal,vmc,uknown,2010,General Aviation,2015
2015-03-10,"waycross, ga",united states,non-fatal,substantial,airplane,cessna,182l,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-10,"oregon, mo",united states,non-fatal,substantial,airplane,maule,m 7-260c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-11,"yuma, az",united states,fatal,substantial,airplane,bae systems,mk-67 hawk,no,1.0,turbo jet,public aircraft,vmc,uknown,2010,Government,2015
2015-03-11,"osage beach, mo",united states,non-fatal,substantial,airplane,beech,b19,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-12,"palmetto, fl",united states,non-fatal,substantial,airplane,cessna,170a,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-12,"st marys, pa",united states,non-fatal,substantial,airplane,boeing,a75n1(pt17),no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-12,"hondo, tx",united states,non-fatal,substantial,airplane,jabiru usa sport aircraft llc,j250 sp,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-13,"afton, wy",united states,non-fatal,substantial,airplane,aviat,a1 - b,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-14,"shelby, mt",united states,non-fatal,substantial,helicopter,enstrom,f28 - c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-15,"reynolds, ga",united states,fatal,substantial,airplane,kolb,twinstar,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-15,"williamson, ga",united states,non-fatal,substantial,airplane,cessna,172c,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-16,"laurel, md",united states,non-fatal,substantial,airplane,mooney aircraft corp.,m20k,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-16,"juda, wi",united states,non-fatal,substantial,airplane,beech,76,no,2.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-16,"boulder, co",united states,non-fatal,substantial,airplane,piper,pa18 - 150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-16,"easton, md",united states,non-fatal,substantial,airplane,cessna,140,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-17,"el paso, tx",united states,fatal,destroyed,airplane,cessna,182q,no,1.0,reciprocating,aerial observation,imc,uknown,2010,Aerial Work,2015
2015-03-17,"new market, in",united states,non-fatal,substantial,airplane,beech,a36,no,1.0,reciprocating,ferry,vmc,uknown,2010,Commercial,2015
2015-03-18,"fernandina beach, fl",united states,non-fatal,substantial,airplane,lanshe aerospace,lake 250,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-18,"mount vernon, oh",united states,non-fatal,substantial,airplane,flight design,ctls,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-18,"greensboro, nc",united states,non-fatal,substantial,airplane,american champion aircraft,7gcaa,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-19,"midland, tx",united states,non-fatal,substantial,airplane,piper,pa 12,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-19,"cambridge, md",united states,non-fatal,substantial,airplane,costruzioni aeronautiche tecna,p92 eaglet,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-19,"red bluff, ca",united states,non-fatal,substantial,airplane,piper,pa30 - no series,no,2.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-20,"masscotte, fl",united states,non-fatal,substantial,airplane,cessna,150,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-03-20,"fuquay-varina, nc",united states,non-fatal,substantial,airplane,diamond aircraft ind inc,da40,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-21,"st. george, ut",united states,non-fatal,substantial,airplane,cessna,310q,no,2.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-21,"lake hamilton, ar",united states,non-fatal,substantial,helicopter,robinson helicopter,r44,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-21,"woodstock, ga",united states,non-fatal,substantial,airplane,piper,pa-28-235,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-22,"orlando, fl",united states,fatal,destroyed,helicopter,robinson helicopter company,r44 ii,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-22,"flagstaff, az",united states,non-fatal,substantial,airplane,beech,b23,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-23,"inverness, fl",united states,non-fatal,substantial,airplane,hawker beechcraft corp,g36,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-24,"verdigris, ok",united states,non-fatal,substantial,airplane,cessna,208b,no,1.0,turbo prop,flight test,vmc,uknown,2010,Testing/Experimental,2015
2015-03-24,"flushing, mi",united states,non-fatal,substantial,airplane,cessna,150,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-24,"siler city, nc",united states,non-fatal,destroyed,airplane,bellanca,17 31a,no,1.0,reciprocating,ferry,vmc,uknown,2010,Commercial,2015
2015-03-24,"taylors island, md",united states,non-fatal,substantial,helicopter,bell,206b,no,1.0,turbo shaft,personal,vmc,uknown,2010,General Aviation,2015
2015-03-24,"circleville, tx",united states,non-fatal,substantial,airplane,cessna,172 - h,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-26,"townsend, mt",united states,fatal,substantial,airplane,piper,pa32r - 301,no,1.0,reciprocating,personal,imc,uknown,2010,General Aviation,2015
2015-03-26,"levelland, tx",united states,non-fatal,substantial,airplane,air tractor inc,at 400,no,1.0,turbo prop,flight test,vmc,uknown,2010,Testing/Experimental,2015
2015-03-26,"fort meade, md",united states,non-fatal,substantial,airplane,cessna,r172e,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-27,"ropesville, tx",united states,non-fatal,substantial,airplane,air tractor inc,at 602,no,1.0,turbo prop,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-03-27,"stephenville, tx",united states,non-fatal,substantial,airplane,piper,pa 32r-301t,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-28,"pine river, mn",united states,fatal,substantial,airplane,piper,j-4a,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-28,"vernal, ut",united states,non-fatal,substantial,airplane,cessna,172s,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-28,"westfield township, oh",united states,non-fatal,substantial,airplane,cub crafters,cc18 180,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-29,"orange, va",united states,fatal,substantial,airplane,piper,pa-28-140,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-29,"gordonville, tx",united states,non-fatal,substantial,airplane,beech,35,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-29,"west chester, pa",united states,fatal,destroyed,airplane,piper,pa28,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-29,"firebaugh, ca",united states,non-fatal,substantial,helicopter,hiller,uh 12e,no,1.0,reciprocating,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-03-30,"saucier, ms",united states,fatal,destroyed,helicopter,bell helicopter textron,206 l-1,no,1.0,turbo shaft,aerial application,vmc,uknown,2010,Aerial Work,2015
2015-03-30,"tucson, az",united states,non-fatal,substantial,airplane,beech,h35,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-03-31,"wasilla, ak",united states,non-fatal,substantial,airplane,cessna,170b,no,1.0,reciprocating,instructional,vmc,uknown,2010,Training,2015
2015-03-31,"pleasanton, ks",united states,fatal,destroyed,airplane,aircraft mfg & dvlpmt co,ch601xl,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
2015-04-01,"fort pierce, fl",united states,fatal,destroyed,airplane,bedecorp llc,bd-22,no,1.0,reciprocating,flight test,vmc,uknown,2010,Testing/Experimental,2015
2015-04-01,"middleton, wi",united states,non-fatal,substantial,airplane,lancair company,lc 40 550fg,no,1.0,reciprocating,personal,vmc,uknown,2010,General Aviation,2015
